Distributor Name,Display Category,Product Erp Id,ProductId,SKU Name,CompanyId,Pcs/Box,IsActive,Current Stock In Case,Current Stock In Pcs,CurrentStock_SuperUnit_,Total Current Stock in Pcs,PendingOrderQtyInCase,PendingOrderPcs,Pending Order Super Unit,Total Pending Order _Unit_,InTransitInboundQtyInCase,InTransitInboundQtyInPcs,In Transit Inbound Qty in Super Unit,InTransitInboundTotalPcs,Damaged Qty In Case,Damaged Qty In Pcs,Damaged Qty in Super Unit,Damaged Total Pcs,Expired Qty In Case,Expired Qty In Pcs,Expired Qty in Super Unit,ExpiredTotalPcs,Mfg Date,Exp Date,Days to Expire,Shelf Life %,Price/Pcs,MRP,Total Value,Total Volume,Alternate Category,Product Attribute Text 1,Product Attribute Text 2,Distributor Erp Id
Kansal Estate Private Limited,Chips Salted MRP 20,FI002400550396000D,2162,Chips Salted MRP 20|55 GM*3.96 KG,111290,72,Yes,246,0,974.2574257,17712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28/07/25,25/11/25,117,0.975,12.22323146,20,216504.4032,11908.57402,Potato Wafers,Chips,Chips Salted,19000149
Kansal Estate Private Limited,Whoopies Cheezi Ball MRP 10,FI0912380504001D,3010,Cheezi Balls 38 Gm*4.560 Kg,111290,120,Yes,241,0,1098.784195,28920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28/07/25,25/11/25,117,0.975,7.086,10,204927.12,7785.984802,Whoopies Cheezi Ball,Whoopies,Whoopies Cheezi Ball,19000149
Kansal Estate Private Limited,Whoopies Cheezi Ball MRP 15,FI091200480432000D,538,Whoopies Cheezi Ball (INST)|48 GM*4.32KG,111290,90,Yes,82,0,354.2966875,7380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28/07/25,15/12/25,137,0.978571429,7.334156716,15,54127.134,2598.46743,Extruded,Whoopies,Whoopies Cheezi Ball,19000149
Kansal Estate Private Limited,Navratan Mix MRP 5,FD061700201008000D,1176,Navratan Mix MRP 5|20 GM*10.08 KG,111290,504,Yes,92,0,927.36,46368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28/07/25,25/12/25,147,0.98,3.422257979,5,158694.48,3173.665159,Mix/Chivra/Chanachur,Navratan Mix,Navratan Mix,19000149
Kansal Estate Private Limited,Gup Shup Peanut MRP 5,FE039200180907200D,1388,Gup Shup Peanut MRP 5|18 GM*9.072 KG,111290,504,Yes,51,0,462.6349892,25704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28/07/25,24/11/25,116,0.974789916,3.422306548,5,87971.94,1583.278753,Peanuts,Gup Shup,Gup Shup Peanut,19000149
Kansal Estate Private Limited,Aloo Bhujia Plain MRP 10,FD092100401200000D,438,Aloo Bhujia MRP 10|40 GM*12 KG,111290,300,Yes,761,0,9132,228300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26/07/25,23/11/25,115,0.958333333,6.8449,10,1562690.67,62507.6268,Aloo Bhujia,Aloo Bhujia,Aloo Bhujia,19000149
Kansal Estate Private Limited,Chatpata Mixture MRP 5,FD020900180756000D,1018,Chatpata Mixture MRP 5|18GM*7.56KG,111290,420,Yes,32,0,241.9006479,13440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26/07/25,23/11/25,115,0.958333333,3.42228629,5,45998.4,827.8532711,Mix/Chivra/Chanachur,Chatpata Mixture,Chatpata Mixture,19000149
Kansal Estate Private Limited,Mini Punjabi Papad MRP 10,FD059100220396000D,1123,Mini Punjabi Papad MRP 10|22GM*3.96KG,111290,180,Yes,305,0,1207.655081,54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26/07/25,23/11/25,115,0.958333333,6.84491875,10,375785.01,8266.30091,Mix/Chivra/Chanachur,Mini Punjabi Papad,Mini Punjabi Papad,19000149
Kansal Estate Private Limited,Chips Tomato MRP 15,FI574900300420000D,1228,Chips Tangi Tomato 35gm*4.2 KG,111290,120,Yes,12,0,43.20432043,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26/07/25,23/11/25,115,0.958333333,7.3343,15,10561.392,316.8734473,Potato Wafers,Chips,Tangy Tomato Chips,19000149
Kansal Estate Private Limited,Gup Shup Peanut MRP 10,FE039200381140000D,1383,Gup Shup Peanut MRP 10|38 GM*11.4 KG,111290,300,Yes,119,0,1356.382979,35700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26/07/25,22/11/25,114,0.957983193,6.844981127,10,244362.93,9284.415891,Peanuts,Gup Shup,Gup Shup Peanut,19000149
Kansal Estate Private Limited,Snaclite Finger MRP 5,FI369100200288001D,1442,Snac Lite Finger 20 GM * 2.88 KG,111290,144,Yes,39,0,112.32,5616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26/07/25,23/11/25,115,0.958333333,3.341060526,5,18763.6176,375.2679183,Extruded,Snac Lite,Snac Lite Finger,19000149
Kansal Estate Private Limited,Takatak Masala MRP 20,FI122500900720000D,1511,Takatak Chatpata Masala 90 GM * 7.2 KG,111290,80,Yes,113,0,813.6813681,9040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26/07/25,23/11/25,115,0.958333333,12.22366667,20,110501.344,9946.169817,Bridges,Takatak,Takatak Chatpata Masala,19000149
Kansal Estate Private Limited,Chips Pudina Treat MRP 5,FI002200130312000D,2134,Chips Pudina Treat MRP 5|13 GM*3.12 KG,111290,240,Yes,83,0,258.9703588,19920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26/07/25,23/11/25,115,0.958333333,3.541921739,5,70576.56,917.2527437,Potato Wafers,Chips,Chips Pudina Treat,19000149
Kansal Estate Private Limited,Chips Tomato MRP 10,FI002800300450001D,2197,Chips Tomato MRP 10|30 4.5 KG,111290,150,Yes,31,0,139.5139514,4650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26/07/25,28/11/25,120,0.96,7.084487805,10,32949.9,988.3848873,Potato Wafers,Chips,Chips Tomato,19000149
Kansal Estate Private Limited,Chips Salted MRP 10,FI320900300450001D,2256,Chips Salted MRP 10|30 4.5 KG,111290,150,Yes,603,0,2713.771377,90450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26/07/25,28/11/25,120,0.96,7.086,10,640928.7,19229.78398,Potato Wafers,Chips,Chips Salted,19000149
Kansal Estate Private Limited,Snaclite Soya Katori MRP 10,FI220800450432000D,490,Snaclite Soya Katori 45 GM*4.32 KG,111290,96,Yes,117,0,505.4905491,11232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/07/25,18/11/25,110,0.916666667,6.682075,10,75054.4704,3377.725761,Extruded,Snac Lite,Snac Lite Soya Katori,19000149
Kansal Estate Private Limited,Dal Biji MRP 10,FD572400381094400D,781,Shahi Dal Biji MRP 10|38GM*10.944KG,111290,288,Yes,2,0,21.88449848,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/07/25,18/11/25,110,0.916666667,6.844931707,10,3942.6624,149.7978975,Mixture-Premium,Shahi Dal Biji,Shahi Dal Biji,19000149
Kansal Estate Private Limited,All In One MRP 10,FD012600360907200D,959,All In One MRP 10|36GM*9.072KG,111290,252,Yes,100,0,907.1274298,25200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/07/25,18/11/25,110,0.916666667,6.844955806,10,172491.48,6209.247168,Mix/Chivra/Chanachur,All In One,All In One,19000149
Kansal Estate Private Limited,Teekha Meetha MRP 10,FD089300420840000D,1215,Teekha Meetha MRP 10|42 GM*8.4 KG,111290,200,Yes,22,0,184.7963041,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/07/25,18/11/25,110,0.916666667,6.772766667,10,30117.56,1251.582248,Mix/Chivra/Chanachur,Teekha Meetha,Teekha Meetha,19000149
Kansal Estate Private Limited,Chips Salted MRP 15,FI320900350420000D,1224,Chips Salted MRP 15|35 GM*4.2 KG,111290,120,Yes,153,0,642.6321316,18360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/07/25,18/11/25,110,0.916666667,7.334218182,15,134657.748,4713.204264,Potato Wafers,Chips,Chips Salted,19000149
Kansal Estate Private Limited,Nut Mix MRP 10,FE020600381140001D,1331,Nuts Mix MRP10|38GM*11.4KG,111290,300,Yes,46,0,524.3161094,13800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/07/25,18/11/25,110,0.916666667,6.844928571,10,94459.62,3588.906318,Chana,Nut Mix,Chana Nuts,19000149
Kansal Estate Private Limited,Nut Cracker MRP 20,FE061900800800000D,1424,Nut Cracker MRP 20|80 GM*8 KG,111290,100,Yes,15,0,120,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22/07/25,18/11/25,110,0.924369748,13.3131,20,19968.6,1597.572,Peanuts,Nut Cracker,Nut Cracker,19000149
Kansal Estate Private Limited,Mexilla Sweet Thai Chilli MRP 5,FI058500180345602D,2035,Mexilla Sweet Thai Chilli 18 GM*3.456 KG,111290,192,Yes,178,0,615.1187905,34176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/07/25,18/11/25,110,0.916666667,3.259775646,5,111400.0896,2005.149253,Mexilla,Mexilla,Mexilla Sweet Thai Chilli,19000149
Kansal Estate Private Limited,Chips Pudina Treat MRP 15,FI097100350420000D,1226,Chips Pudina Treat MRP 15|35 GM*4.2 KG,111290,120,Yes,43,0,180.6090305,5160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27/07/25,24/11/25,116,0.966666667,7.3343,15,37844.988,1324.640812,Potato Wafers,Chips,Chips Pudina Treat,19000149
Kansal Estate Private Limited,Whoopies Cheezi Ball MRP 20,FI091200700378000D,635,Whoopies Cheezi Ball 70 GM*3.78 KG,111290,54,Yes,164,0,619.7340798,8856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27/07/25,24/11/25,116,0.966666667,12.22389333,20,108252.2016,7575.563286,Extruded,Whoopies,Whoopies Cheezi Ball,19000149
Kansal Estate Private Limited,Ratlami Sev MRP 10,FD076600401152000D,865,Ratlami Sev MRP 10|40GM*11.52KG,111290,288,Yes,49,0,564.48,14112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27/07/25,24/11/25,116,0.966666667,6.844932,10,96595.2288,3863.827215,Sev Namkeen,Ratlami Sev,Ratlami Sev,19000149
Kansal Estate Private Limited,Peanut Salted MRP 10,FE081200341020001D,1504,Salted Peanut MRP 10|34 GM*10.2 KG,111290,300,Yes,248,0,2529.751785,74400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27/07/25,24/11/25,116,0.966666667,6.84498521,10,509260.56,17316.11355,Peanuts,Salted Peanut,Salted Peanut,19000149
Kansal Estate Private Limited,Snaclite Fries MRP 20,FI227500520280800D,1906,Snac Lite Fries MRP 20|52GM*2.808KG,111290,54,Yes,91,0,255.5382215,4914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27/07/25,24/11/25,116,0.966666667,12.22366207,20,60066.7704,3123.612866,Extruded,Snac Lite,Snac Lite Fries,19000149
Kansal Estate Private Limited,Aloo Bhujia Plain MRP 5,FD092100201008000D,459,Aloo Bhujia MRP 5|20 GM*10.08 KG,111290,504,Yes,517,0,5211.36,260568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27/07/25,24/12/25,146,0.973333333,3.4225,5,891793.98,17835.8796,Aloo Bhujia,Aloo Bhujia,Aloo Bhujia,19000149
Kansal Estate Private Limited,Nut Cracker MRP 10,FE061900401200000D,1410,Nut Cracker MRP 10|40 GM*12 KG,111290,300,Yes,303,0,3636,90900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27/07/25,23/11/25,115,0.966386555,6.845086572,10,622201.41,24888.73478,Peanuts,Nut Cracker,Nut Cracker,19000149
Kansal Estate Private Limited,Chips Pudina Treat MRP 10,FI097100300450001D,2228,Chips Pudina Treat MRP 10|30 GM*4.5 KG,111290,150,Yes,201,0,904.590459,30150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27/07/25,29/11/25,121,0.968,7.085625378,10,213642.9,6409.589113,Potato Wafers,Chips,Chips Pudina Treat,19000149
Kansal Estate Private Limited,Chips Pudina Treat MRP 25,FI002200600360000D,418,Chips Pudina Treat MRP 25|60 GM*3.6 KG,111290,60,Yes,21,0,75.58488302,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24/07/25,21/11/25,113,0.941666667,13.03783077,25,16428.132,985.4629136,Potato Wafers,Chips,Chips Pudina Treat,19000149
Kansal Estate Private Limited,Gathiya MRP 10,FD016600450810000D,534,Bhavnagri Gathiya MRP 10|45 GM*8.1 KG,111290,180,Yes,118,0,955.8955896,21240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24/07/25,26/11/25,118,0.944,6.844955512,10,145385.676,6543.062784,Besan Namkeen,Bhavnagri Gathiya,Bhavnagri Gathiya,19000149
Kansal Estate Private Limited,Bhujia MRP 10,FD092200351050000D,561,Bhujia MRP 10|35GM*10.5KG,111290,300,Yes,461,0,4840.742037,138300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24/07/25,21/11/25,113,0.941666667,6.8449,10,946649.67,33134.39517,Bhujia Sev,Bhujia Sev,Bhujia,19000149
Kansal Estate Private Limited,Bhujia MRP 5,FD092200170856800D,577,Bhujia MRP 5|17GM*8.568KG,111290,504,Yes,357,0,3058.959538,179928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24/07/25,21/11/25,113,0.941666667,3.4225,5,615803.58,10469.28902,Bhujia Sev,Bhujia Sev,Bhujia,19000149
Kansal Estate Private Limited,Moong Dal MRP 10,FD060300351050002D,817,Moong Dal MRP 10|35 GM*10.5 KG,111290,300,Yes,513,0,5386.769338,153900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24/07/25,21/12/25,143,0.953333333,6.844933455,10,1053430.11,36872.07766,Namkeen Dal,Moong Dal,Moong Dal,19000149
Kansal Estate Private Limited,Chatpata Mixture MRP 10,FD020900381094400D,1015,Chatpata Mixture MRP 10|38GM*10.944KG,111290,288,Yes,40,0,437.6899696,11520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24/07/25,21/11/25,113,0.941666667,6.844937179,10,78853.248,2995.960346,Mix/Chivra/Chanachur,Chatpata Mixture,Chatpata Mixture,19000149
Kansal Estate Private Limited,Khatta Meetha MRP 5,FD045900201008000D,1066,Khatta Meetha MRP 5|20 GM*10.08 KG,111290,504,Yes,137,0,1380.96,69048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24/07/25,21/12/25,143,0.953333333,3.422264085,5,236316.78,4726.00981,Mix/Chivra/Chanachur,Khatta Meetha,Khatta Meetha,19000149
Kansal Estate Private Limited,Nut Cracker Curry Pepper MRP 10,FE061900401200001D,3032,Nut Cracker Curry MRP 10/40 GM*12 Kg,111290,300,Yes,63,0,756,18900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24/07/25,21/11/25,113,0.941666667,6.8449,10,129368.61,5174.7444,Peanuts,Nut Cracker,Nut Cracker,19000149
Kansal Estate Private Limited,Classic Lassi Ambarsariya 200 Ml,FB013402000600000D,186,Ambarsariya Â Classic Lassi 200 ML*6 KG,111290,30,Yes,75,0,450,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/05/25,08/05/26,281,0.769863014,15.8093,20,35570.925,7114.185,Lassi - TP,Ambarsariya Â Classic Lassi,Ambarsariya Â Classic Lassi,19000149
Kansal Estate Private Limited,Rajasthani Masala Chaas 200 Ml,FB075602000600000D,188,Rajasthani Masala Chaas 200 ML*6 KG,111290,30,Yes,86,0,516,2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/05/25,03/05/26,276,0.756164384,11.857,15,30591.06,6118.212,Butter Milk - TP,Rajasthani Masala Chaas,Rajasthani Masala Chaas,19000149
Kansal Estate Private Limited,Punjabi Tadka MRP 20,FD075200750750000D,197,Punjabi Tadka 75GM*7.5KG,111290,100,Yes,27,0,202.5506377,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/25,31/10/25,92,0.766666667,13.31226667,20,35943.48,2696.408102,Punjabi Tadka,Punjabi Tadka,Punjabi Tadka,19000149
Kansal Estate Private Limited,Chips Masala MRP 25,FI002000600360000D,413,Chips Masala MRP 25|60 GM*3.6 KG,111290,60,Yes,9,0,32.3935213,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22/07/25,19/11/25,111,0.925,13.03797561,25,7040.628,422.3459406,Potato Wafers,Chips,Chips Masala,19000149
Kansal Estate Private Limited,Aloo Bhujia Plain MRP 20,FD092100750750000D,472,Aloo Bhujia MRP 20|75GM*7.5KG,111290,100,Yes,39,0,292.5731433,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22/07/25,19/11/25,111,0.925,13.3124,20,51918.36,3894.850713,Aloo Bhujia,Aloo Bhujia,Aloo Bhujia,19000149
Kansal Estate Private Limited,Papdi MRP 5,FD073700220607200D,524,Papdi Gathiya MRP 5|22 GM*6.072 KG,111290,276,Yes,38,0,230.708315,10488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/07/25,09/11/25,101,0.841666667,3.4224375,5,35895.18,789.5847888,Besan Namkeen,Papdi Gathiya,Plain,19000149
Kansal Estate Private Limited,Bhavnagri Gathiya MRP 5,FD016600220792001D,554,Bhavnagri Gathiya MRP 5|22 GM*7.92 KG,111290,360,Yes,87,0,688.9573251,31320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22/07/25,19/12/25,141,0.94,3.422489362,5,107192.7,2357.949116,Besan Namkeen,Bhavnagri Gathiya,Bhavnagri Gathiya,19000149
Kansal Estate Private Limited,Bhujia MRP 20,FD092200700700000D,585,Bhujia MRP 20|70 GM*7 KG,111290,100,Yes,129,0,902.7291812,12900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25/04/25,10/10/25,71,0.422619048,13.31377143,20,171729.96,12018.72998,Bhujia Sev,Bhujia Sev,Bhujia,19000149
Kansal Estate Private Limited,Navratan Mix MRP 20,FD061700750750000D,594,Navratan Mix 75GM*7.5KG,111290,100,Yes,15,0,112.528132,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/07/25,30/10/25,91,0.758333333,13.31222609,20,19968.6,1497.999935,Mix/Chivra/Chanachur,Navratan Mix,Navratan Mix,19000149
Kansal Estate Private Limited,Takatak Namkeen Noodle MRP 5,FI088800200480000D,617,Takatak Noodle Masala MRP 5|20 GM*4.8 KG,111290,240,Yes,6,0,28.8,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/05/25,26/09/25,57,0.395833333,3.49412,5,4839.264,100.630656,Bridges,Takatak,Takatak Noodle Masala,19000149
Kansal Estate Private Limited,Lite Chiwda MRP 10,FD047900451080000D,652,Lite Chiwda MRP 10|45GM*10.8KG,111290,240,Yes,24,0,259.2259226,5760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/07/25,30/10/25,91,0.758333333,6.844947826,10,39426.624,1774.387915,Lite Namkeen,Lite Chiwda,Lite Chiwda,19000149
Kansal Estate Private Limited,Whoopies Cheezi Ball MRP 40,FI091200850510000D,669,Whoopies Cheezi Ball MRP 5|85 GM*5.1 KG,111290,60,Yes,6,0,30.58623619,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24/04/25,22/08/25,22,0.183333333,20.3722,40,7333.992,623.108921,Extruded,Whoopies,Whoopies Cheezi Ball,19000149
Kansal Estate Private Limited,Mexilla Flaming Hot MRP 40,FI058000900540000D,670,Mexilla Flaming Hot 90 GM*5.4 KG,111290,60,Yes,8,0,43.20432043,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/06/25,15/10/25,76,0.633333333,20.3722,40,9778.656,880.1670567,Mexilla,Mexilla,Mexilla Flaming Hot,19000149
Kansal Estate Private Limited,Roll Cream Cone MRP 15,FA079200300288000D,717,Cream Cone 30 GM*2.88 KG,111290,96,Yes,14,0,40.3240324,1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/06/25,21/06/26,325,0.890410959,9.2814,15,12474.2016,374.2634743,Roll,Roll,Roll,19000149
Kansal Estate Private Limited,Lite Mixture MRP 5,FD048300200720000D,723,Lite Mixture MRP 5|20GM*7.2KG,111290,360,Yes,169,0,1216.8,60840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30/07/25,27/11/25,119,0.991666667,3.422307471,5,208224.9,4164.263731,Lite Namkeen,Lite Mixture,Lite Mixture,19000149
Kansal Estate Private Limited,Sev Murmura MRP 5,FD050200240720000D,747,Sev Murmura Masala MRP 5|24GM*7.2KG,111290,300,Yes,16,0,115.1907847,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/07/25,08/11/25,100,0.833333333,3.422196429,5,16428,394.2054921,Lite Namkeen,Sev Murmura,Masala,19000149
Kansal Estate Private Limited,kashmiri Mixture MRP 10,FD044800220660000D,772,Kashmiri Mixture MRP 10|22GM*6.6KG,111290,300,Yes,23,0,151.7817862,6900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/07/25,09/11/25,101,0.841666667,6.8449,10,47229.81,1038.931148,Mixture-Premium,Kashmiri Mixture,Kashmiri Mixture,19000149
Kansal Estate Private Limited,Masala Moong Dal MRP 5,FD055800170856800D,810,Masala Moong Dal MRP 5|17GM*8.568KG,111290,504,Yes,13,0,111.3906834,6552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29/06/25,27/10/25,88,0.733333333,3.422192308,5,22424.22,381.20034,Namkeen Dal,Masala Moong Dal,Masala Moong Dal,19000149
Kansal Estate Private Limited,Moong Dal MRP 20,FD060300700700000D,839,Moong Dal MRP 20|70 GM*7 KG,111290,100,Yes,50,0,349.8950315,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/07/25,01/11/25,93,0.775,13.31269565,20,66562,4658.046064,Namkeen Dal,Moong Dal,Moong Dal,19000149
Kansal Estate Private Limited,Nimbu Masala MRP 5,FD061800201008000D,893,Nimbu Masala MRP 5|20 GM*10.08 KG,111290,504,Yes,46,0,463.68,23184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30/07/25,27/12/25,149,0.993333333,3.422239496,5,79347.24,1586.824009,Sev Namkeen,Nimbu Masala,Nimbu Masala,19000149
Kansal Estate Private Limited,Soya Sticks MRP 10,FD084200400760000D,932,Soya Sticks MRP 10|40 GM*7.6 KG,111290,190,Yes,22,0,167.2,4180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13/07/25,10/11/25,102,0.85,6.844931818,10,28611.682,1144.4726,Soya Snacks,Soya Sticks,Soya Sticks,19000149
Kansal Estate Private Limited,All In One MRP 5,FD012600180907200D,970,All In One MRP 5|18 GM*9.072 KG,111290,504,Yes,52,0,471.7062635,26208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23/07/25,20/12/25,142,0.946666667,3.422255,5,89696.88,1614.299119,Mix/Chivra/Chanachur,All In One,All In One,19000149
Kansal Estate Private Limited,Fatafat Bhel MRP 10,FD029000421108800D,1028,Fatafat Bhel MRP 10|42GM*11.088KG,111290,264,Yes,52,0,576.5644687,13728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23/07/25,20/11/25,112,0.933333333,6.844933557,10,93966.7872,3946.54548,Mix/Chivra/Chanachur,Fatafat Bhel,Fatafat Bhel,19000149
Kansal Estate Private Limited,Fatafat Bhel MRP 5,FD029000200720000D,1034,Fatafat Bhel MRP 5|20GM*7.2KG,111290,360,Yes,26,0,187.2,9360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/07/25,05/11/25,97,0.808333333,3.422297619,5,32034.6,640.6541143,Mix/Chivra/Chanachur,Fatafat Bhel,Fatafat Bhel,19000149
Kansal Estate Private Limited,Khatta Meetha MRP 20,FD045900750750000D,1088,Khatta Meetha MRP 20|75GM*7.5KG,111290,100,Yes,16,0,120.0300075,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26/06/25,24/10/25,85,0.708333333,13.312208,20,21299.84,1597.864426,Mix/Chivra/Chanachur,Khatta Meetha,Khatta Meetha,19000149
Kansal Estate Private Limited,Roasted Masala Cashew 20 Gm,FE077600200120000D,1094,Roasted Masala Cashew 20GM*1.2KG,111290,60,Yes,8,0,9.6,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27/06/25,27/06/26,331,0.906849315,19.55709231,30,9387.504,187.7480862,Dry Fruit,Nutty Factory,Roasted Masala Cashew,19000149
Kansal Estate Private Limited,Roasted Salted Cashew 20 Gm,FE077800200120000D,1096,Roasted Salted Cashew 20GM*1.2KG,111290,60,Yes,2,0,2.4,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24/06/25,24/06/26,328,0.898630137,19.55705455,30,2346.876,46.93693091,Dry Fruit,Nutty Factory,Roasted Salted Cashew,19000149
Kansal Estate Private Limited,Ratlami Mixture MRP 10,FD076500381140000D,1196,Ratlami Mixture MRP 10|38GM*11.4KG,111290,300,Yes,42,0,478.7234043,12600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20/07/25,17/11/25,109,0.908333333,6.844930769,10,86245.74,3276.82856,Mix/Chivra/Chanachur,Ratlami Mixture,Ratlami Mixture,19000149
Kansal Estate Private Limited,Mexilla Flaming Hot MRP 20,FI058000750450001D,1358,Mexilla Flaming Hot MRP 20|75 GM*4.5 KG,111290,60,Yes,35,0,157.5393848,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/05/25,23/10/25,84,0.506024096,12.22385714,20,25669.56,1925.738935,Mexilla,Mexilla,Mexilla Flaming Hot,19000149
Kansal Estate Private Limited,Mexilla Mexican Tomato MRP 20,FI058300750450001D,1374,Mexilla Mexican Tomato 75GM*4.5 KG,111290,60,Yes,11,0,49.51237809,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14/07/25,11/11/25,103,0.858333333,12.22386667,20,8067.576,605.2327082,Mexilla,Mexilla,Mexilla Mexican Tomato,19000149
Kansal Estate Private Limited,Nut Cracker MRP 5,FE061900180907200D,1419,Nut Cracker MRP 5|18 GM*9.072 KG,111290,504,Yes,171,0,1551.187905,86184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25/07/25,21/11/25,113,0.949579832,3.422255193,5,294964.74,5308.560863,Peanuts,Nut Cracker,Nut Cracker,19000149
Kansal Estate Private Limited,Nut Roast Peanut Roasted (Chilli Achari) MRP 10,FE066500280840001D,1433,Nut Roast(ChilliAchari)MRP10|28GM*8.4KG,111290,300,Yes,4,0,33.60403248,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26/05/25,26/05/26,299,0.819178082,6.844957143,10,8213.88,230.0181622,Peanuts,Nut Roast,Peanut Roasted (Chilli Achari),19000149
Kansal Estate Private Limited,Nut Roast Peanut Roasted (Lime & Chilli) MRP 10,FE066700280840001D,1439,Nut Roast(Lime&Chilli)MRP10|28GM*8.3KG,111290,300,Yes,6,0,50.40604873,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23/05/25,23/05/26,296,0.810958904,6.844925,10,12320.82,345.0256231,Peanuts,Nut Roast,Peanut Roasted (Lime & Chilli),19000149
