Seller_ERP_ID,Seller_Name,Seller_Phone_Number,Seller_Zone,Seller_Region,Seller_State,Seller_GST,Seller_City,Seller_Type,Buyer_ERP_ID,Buyer_Name,Buyer_Phone_Number,Buyer_Zone,Buyer_Region,Buyer_State,Buyer_City,Beat_Name,Product_ERP_ID,Product_Name,Primary_Category,Manufacturing_Date,Expiry_Date,Total_Invoiced_Super_Unit,Super_Unit,Total_Invoiced_Cases,Total_Invoiced_Pieces,Free_Quantity_in_Pieces,Invoiced_Quantity_all_in_cases,Product_Attribute_1,Net_Value,Freight_Charges,Bill_Date,Invoiced_Total_Quantity
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,DLR00000000279288,Mishra store,9826284054,NORTH,DELHI,Delhi,New Delhi,BAWANA INDUSTRIAL AREA (SAWARIYA TRADING 41496),FD045900201008000D,Khatta Meetha MRP 5|20 GM*10.08 KG,Namkeen,00:00.0,00:00.0,10.08,KG,1,0,0,1,Khatta Meetha,1890,0,03/06/25,504
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,DLR00000000279288,Mishra store,9826284054,NORTH,DELHI,Delhi,New Delhi,BAWANA INDUSTRIAL AREA (SAWARIYA TRADING 41496),FD092100201008000D,Aloo Bhujia Plain MRP 5|20 GM*10.08 KG,Namkeen,00:00.0,00:00.0,10.08,KG,1,0,0,1,Aloo Bhujia,1890,0,03/06/25,504
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,DLR00000000279288,Mishra store,9826284054,NORTH,DELHI,Delhi,New Delhi,BAWANA INDUSTRIAL AREA (SAWARIYA TRADING 41496),FD092100201008000D,Aloo Bhujia Plain MRP 5|20 GM*10.08 KG,Namkeen,00:00.0,00:00.0,10.08,KG,1,0,0,1,Aloo Bhujia,1890,0,02/05/25,504
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,DLR00000000279288,Mishra store,9826284054,NORTH,DELHI,Delhi,New Delhi,BAWANA INDUSTRIAL AREA (SAWARIYA TRADING 41496),FD092100201008000D,Aloo Bhujia Plain MRP 5|20 GM*10.08 KG,Namkeen,00:00.0,00:00.0,10.08,KG,1,0,0,1,Aloo Bhujia,1890,0,14/05/25,504
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,DLR00000000279288,Mishra store,9826284054,NORTH,DELHI,Delhi,New Delhi,BAWANA INDUSTRIAL AREA (SAWARIYA TRADING 41496),FD092200170856800D,Bhujia Sev MRP 5|17GM*8.568KG,Namkeen,00:00.0,00:00.0,8.57,KG,1,0,0,1,Bhujia Sev,1890,0,02/05/25,504
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,DLR00000000279288,Mishra store,9826284054,NORTH,DELHI,Delhi,New Delhi,BAWANA INDUSTRIAL AREA (SAWARIYA TRADING 41496),FD092200170856800D,Bhujia Sev MRP 5|17GM*8.568KG,Namkeen,00:00.0,00:00.0,8.57,KG,1,0,0,1,Bhujia Sev,1890,0,11/06/25,504
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,DLR00000000279288,Mishra store,9826284054,NORTH,DELHI,Delhi,New Delhi,BAWANA INDUSTRIAL AREA (SAWARIYA TRADING 41496),FD092200170856800D,Bhujia Sev MRP 5|17GM*8.568KG,Namkeen,00:00.0,00:00.0,8.57,KG,1,0,0,1,Bhujia Sev,1890,0,14/05/25,504
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,DLR00000000279288,Mishra store,9826284054,NORTH,DELHI,Delhi,New Delhi,BAWANA INDUSTRIAL AREA (SAWARIYA TRADING 41496),FD060300170856800D,Moong Dal MRP 5|17GM*8.568KG,Namkeen,00:00.0,00:00.0,8.57,KG,1,0,0,1,Moong Dal,1890,0,27/04/25,504
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,DLR00000000279288,Mishra store,9826284054,NORTH,DELHI,Delhi,New Delhi,BAWANA INDUSTRIAL AREA (SAWARIYA TRADING 41496),FD060300170856800D,Moong Dal MRP 5|17GM*8.568KG,Namkeen,00:00.0,00:00.0,8.57,KG,1,0,0,1,Moong Dal,1890,0,27/05/25,504
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,DLR00000000279288,Mishra store,9826284054,NORTH,DELHI,Delhi,New Delhi,BAWANA INDUSTRIAL AREA (SAWARIYA TRADING 41496),FD060300170856800D,Moong Dal MRP 5|17GM*8.568KG,Namkeen,00:00.0,00:00.0,8.57,KG,1,0,0,1,Moong Dal,1890,0,03/06/25,504
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,DLR00000000279288,Mishra store,9826284054,NORTH,DELHI,Delhi,New Delhi,BAWANA INDUSTRIAL AREA (SAWARIYA TRADING 41496),FD060300170856800D,Moong Dal MRP 5|17GM*8.568KG,Namkeen,00:00.0,00:00.0,8.57,KG,1,0,0,1,Moong Dal,1890,0,29/04/25,504
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,DLR00000000418161,SHAKSHI STORE,9555908248,NORTH,DELHI,Delhi,New Delhi,BAWANA INDUSTRIAL AREA (SAWARIYA TRADING 41496),FD060300351050002D,Moong Dal MRP 10|35 GM*10.5 KG,Namkeen,00:00.0,00:00.0,10.5,KG,1,0,0,1,Moong Dal,2250,0,24/06/25,300
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,FO_DLR0_442463055,ASTHA STORE,7678293409,NORTH,DELHI,Delhi,New Delhi,BAWANA INDUSTRIAL AREA (SAWARIYA TRADING 41496),FD060300351050002D,Moong Dal MRP 10|35 GM*10.5 KG,Namkeen,00:00.0,00:00.0,10.5,KG,1,0,0,1,Moong Dal,2250,0,24/06/25,300
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,FO_DLR0_442550076,LAXMI STORE,7982298619,NORTH,DELHI,Delhi,New Delhi,BAWANA INDUSTRIAL AREA (SAWARIYA TRADING 41496),FD092200351050000D,Bhujia Sev MRP 10|35GM*10.5KG,Namkeen,00:00.0,00:00.0,10.5,KG,1,0,0,1,Bhujia Sev,2250,0,11/06/25,300
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,DLR00000000418161,SHAKSHI STORE,9555908248,NORTH,DELHI,Delhi,New Delhi,BAWANA INDUSTRIAL AREA (SAWARIYA TRADING 41496),FD092200351050000D,Bhujia Sev MRP 10|35GM*10.5KG,Namkeen,00:00.0,00:00.0,10.5,KG,1,0,0,1,Bhujia Sev,2250,0,24/06/25,300
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,FO_DLR0_442550076,LAXMI STORE,7982298619,NORTH,DELHI,Delhi,New Delhi,BAWANA INDUSTRIAL AREA (SAWARIYA TRADING 41496),FD092100401200000D,Aloo Bhujia Plain MRP 10|40 GM*12 KG,Namkeen,00:00.0,00:00.0,12,KG,1,0,0,1,Aloo Bhujia,2250,0,11/06/25,300
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,DLR00000000418161,SHAKSHI STORE,9555908248,NORTH,DELHI,Delhi,New Delhi,BAWANA INDUSTRIAL AREA (SAWARIYA TRADING 41496),FD092100401200000D,Aloo Bhujia Plain MRP 10|40 GM*12 KG,Namkeen,00:00.0,00:00.0,12,KG,1,0,0,1,Aloo Bhujia,2250,0,24/06/25,300
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,FO_DLR0_442550076,LAXMI STORE,7982298619,NORTH,DELHI,Delhi,New Delhi,BAWANA INDUSTRIAL AREA (SAWARIYA TRADING 41496),FD061700401200000D,Navratan Mix MRP 10|40 GM*12 KG,Namkeen,00:00.0,00:00.0,12,KG,1,0,0,1,Navratan Mix,2250,0,11/06/25,300
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,DLR00000000418161,SHAKSHI STORE,9555908248,NORTH,DELHI,Delhi,New Delhi,BAWANA INDUSTRIAL AREA (SAWARIYA TRADING 41496),FD061700401200000D,Navratan Mix MRP 10|40 GM*12 KG,Namkeen,00:00.0,00:00.0,12,KG,1,0,0,1,Navratan Mix,2250,0,24/06/25,300
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,FO_DLR0_442550076,LAXMI STORE,7982298619,NORTH,DELHI,Delhi,New Delhi,BAWANA INDUSTRIAL AREA (SAWARIYA TRADING 41496),FD048300421260000D,Lite Mixture MRP 10|42 GM*12.6 KG,Namkeen,00:00.0,00:00.0,12.6,KG,1,0,0,1,Lite Mixture,2249.97,0,27/05/25,300
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,FO_DLR0_442463055,ASTHA STORE,7678293409,NORTH,DELHI,Delhi,New Delhi,BAWANA INDUSTRIAL AREA (SAWARIYA TRADING 41496),FD048300421260000D,Lite Mixture MRP 10|42 GM*12.6 KG,Namkeen,00:00.0,00:00.0,12.6,KG,1,0,0,1,Lite Mixture,2249.97,0,24/06/25,300
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,DLR00000000418161,SHAKSHI STORE,9555908248,NORTH,DELHI,Delhi,New Delhi,BAWANA INDUSTRIAL AREA (SAWARIYA TRADING 41496),FD048300421260000D,Lite Mixture MRP 10|42 GM*12.6 KG,Namkeen,00:00.0,00:00.0,12.6,KG,1,0,0,1,Lite Mixture,2249.97,0,24/06/25,300
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,FO_DLR0_533242947,New sher singh store,9210097368,NORTH,DELHI,DELHI,New Delhi,ALL WHOLESALER (SAWARIYA TRADING 41496),FE081200160806400D,Salted Peanut MRP 5|16 GM*8.064 KG,"Nuts, Seeds, Berries",00:00.0,00:00.0,8.06,KG,1,0,0,1,Salted Peanut,1890,0,17/05/25,504
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,FO_DLR0_533243475,SRS Store,9266653444,NORTH,DELHI,DELHI,New Delhi,ALL WHOLESALER (SAWARIYA TRADING 41496),FE061900180907200D,Nut Cracker MRP 5|18 GM*9.072 KG,"Nuts, Seeds, Berries",00:00.0,00:00.0,9.07,KG,1,0,0,1,Nut Cracker,1890,0,22/05/25,504
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,FO_DLR0_533242947,New sher singh store,9210097368,NORTH,DELHI,DELHI,New Delhi,ALL WHOLESALER (SAWARIYA TRADING 41496),FE061900180907200D,Nut Cracker MRP 5|18 GM*9.072 KG,"Nuts, Seeds, Berries",00:00.0,00:00.0,9.07,KG,1,0,0,1,Nut Cracker,1890,0,17/05/25,504
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,FO_DLR0_442486092,BHAGWATI STORE ASHOK,8826036040,NORTH,DELHI,DELHI,New Delhi,BAWANA INDUSTRIAL AREA (SAWARIYA TRADING 41496),FD092200170856800D,Bhujia Sev MRP 5|17GM*8.568KG,Namkeen,00:00.0,00:00.0,8.57,KG,1,0,0,1,Bhujia Sev,1890,0,14/05/25,504
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,FO_DLR0_533243475,SRS Store,9266653444,NORTH,DELHI,DELHI,New Delhi,ALL WHOLESALER (SAWARIYA TRADING 41496),FD092200170856800D,Bhujia Sev MRP 5|17GM*8.568KG,Namkeen,00:00.0,00:00.0,8.57,KG,1,0,0,1,Bhujia Sev,1890,0,17/05/25,504
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,FO_DLR0_533243475,SRS Store,9266653444,NORTH,DELHI,DELHI,New Delhi,ALL WHOLESALER (SAWARIYA TRADING 41496),FD092200170856800D,Bhujia Sev MRP 5|17GM*8.568KG,Namkeen,00:00.0,00:00.0,8.57,KG,1,0,0,1,Bhujia Sev,1890,0,22/05/25,504
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,FO_DLR0_442486092,BHAGWATI STORE ASHOK,8826036040,NORTH,DELHI,DELHI,New Delhi,BAWANA INDUSTRIAL AREA (SAWARIYA TRADING 41496),FD092200170856800D,Bhujia Sev MRP 5|17GM*8.568KG,Namkeen,00:00.0,00:00.0,8.57,KG,1,0,0,1,Bhujia Sev,1890,0,27/05/25,504
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,FO_DLR0_533223378,Murli store,8860301720,NORTH,DELHI,DELHI,New Delhi,ALL WHOLESALER (SAWARIYA TRADING 41496),FD092200170856800D,Bhujia Sev MRP 5|17GM*8.568KG,Namkeen,00:00.0,00:00.0,8.57,KG,1,0,0,1,Bhujia Sev,1890,0,17/05/25,504
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,DLR00000000418161,SHAKSHI STORE,9555908248,NORTH,DELHI,DELHI,New Delhi,BAWANA INDUSTRIAL AREA (SAWARIYA TRADING 41496),FD092200170856800D,Bhujia Sev MRP 5|17GM*8.568KG,Namkeen,00:00.0,00:00.0,8.57,KG,1,0,0,1,Bhujia Sev,1890,0,11/06/25,504
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,FO_DLR0_442486092,BHAGWATI STORE ASHOK,8826036040,NORTH,DELHI,DELHI,New Delhi,BAWANA INDUSTRIAL AREA (SAWARIYA TRADING 41496),FD092200170856800D,Bhujia Sev MRP 5|17GM*8.568KG,Namkeen,00:00.0,00:00.0,8.57,KG,1,0,0,1,Bhujia Sev,1890,0,11/06/25,504
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,FO_DLR0_533243475,SRS Store,9266653444,NORTH,DELHI,DELHI,New Delhi,ALL WHOLESALER (SAWARIYA TRADING 41496),FD060300170856800D,Moong Dal MRP 5|17GM*8.568KG,Namkeen,00:00.0,00:00.0,8.57,KG,1,0,0,1,Moong Dal,1890,0,12/06/25,504
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,FO_DLR0_533242947,New sher singh store,9210097368,NORTH,DELHI,DELHI,New Delhi,ALL WHOLESALER (SAWARIYA TRADING 41496),FD060300170856800D,Moong Dal MRP 5|17GM*8.568KG,Namkeen,00:00.0,00:00.0,8.57,KG,1,0,0,1,Moong Dal,1890,0,17/05/25,504
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,FO_DLR0_533223378,Murli store,8860301720,NORTH,DELHI,DELHI,New Delhi,ALL WHOLESALER (SAWARIYA TRADING 41496),FD060300170856800D,Moong Dal MRP 5|17GM*8.568KG,Namkeen,00:00.0,00:00.0,8.57,KG,1,0,0,1,Moong Dal,1890,0,17/05/25,504
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,FO_DLR0_533242947,New sher singh store,9210097368,NORTH,DELHI,DELHI,New Delhi,ALL WHOLESALER (SAWARIYA TRADING 41496),FD060300170856800D,Moong Dal MRP 5|17GM*8.568KG,Namkeen,00:00.0,00:00.0,8.57,KG,1,0,0,1,Moong Dal,1890,0,12/06/25,504
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,FO_DLR0_442486092,BHAGWATI STORE ASHOK,8826036040,NORTH,DELHI,DELHI,New Delhi,BAWANA INDUSTRIAL AREA (SAWARIYA TRADING 41496),FD060300170856800D,Moong Dal MRP 5|17GM*8.568KG,Namkeen,00:00.0,00:00.0,8.57,KG,1,0,0,1,Moong Dal,1890,0,27/05/25,504
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,FO_DLR0_533243475,SRS Store,9266653444,NORTH,DELHI,DELHI,New Delhi,ALL WHOLESALER (SAWARIYA TRADING 41496),FD060300170856800D,Moong Dal MRP 5|17GM*8.568KG,Namkeen,00:00.0,00:00.0,8.57,KG,1,0,0,1,Moong Dal,1890,0,17/05/25,504
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,FO_DLR0_533243475,SRS Store,9266653444,NORTH,DELHI,DELHI,New Delhi,ALL WHOLESALER (SAWARIYA TRADING 41496),FD045900201008000D,Khatta Meetha MRP 5|20 GM*10.08 KG,Namkeen,00:00.0,00:00.0,10.08,KG,1,0,0,1,Khatta Meetha,1890,0,17/05/25,504
460307,SAWARIYA TRADING 41496,9643430471,NORTH,DELHI,DELHI,07BKWPV1939A1ZQ,WEST DELHI WEST DELHI,SubStockist,FO_DLR0_533223378,Murli store,8860301720,NORTH,DELHI,DELHI,New Delhi,ALL WHOLESALER (SAWARIYA TRADING 41496),FD045900201008000D,Khatta Meetha MRP 5|20 GM*10.08 KG,Namkeen,00:00.0,00:00.0,10.08,KG,1,0,0,1,Khatta Meetha,1890,0,17/05/25,504
